datetime,light,twilight,interp,excluded
2013-05-21T05:10:15.000Z,90,0,FALSE,FALSE
2013-05-21T05:15:15.000Z,113,0,FALSE,FALSE
2013-05-21T05:20:15.000Z,124,0,FALSE,FALSE
2013-05-21T05:25:15.000Z,124,0,FALSE,FALSE
2013-05-21T05:30:15.000Z,150,0,FALSE,FALSE
2013-05-21T21:25:15.000Z,150,0,FALSE,FALSE
2013-05-21T21:29:46.810Z,44.9,2,TRUE,FALSE
2013-05-21T21:30:15.000Z,34,0,FALSE,FALSE
2013-05-21T21:35:15.000Z,34,0,FALSE,FALSE
2013-05-21T21:40:15.000Z,11,0,FALSE,FALSE
2013-05-22T03:25:15.000Z,11,0,FALSE,FALSE
2013-05-22T03:30:15.000Z,22,0,FALSE,FALSE
2013-05-22T03:35:15.000Z,22,0,FALSE,FALSE
2013-05-22T03:40:15.000Z,34,0,FALSE,FALSE
2013-05-22T03:45:15.000Z,34,0,FALSE,FALSE
2013-05-22T03:50:12.272Z,44.9,1,TRUE,FALSE
2013-05-22T03:50:15.000Z,45,0,FALSE,FALSE
2013-05-22T04:00:15.000Z,45,0,FALSE,FALSE
2013-05-22T04:05:15.000Z,56,0,FALSE,FALSE
2013-05-22T04:15:15.000Z,56,0,FALSE,FALSE
2013-05-22T04:20:15.000Z,124,0,FALSE,FALSE
2013-05-22T04:25:15.000Z,150,0,FALSE,FALSE
2013-05-22T05:25:15.000Z,150,0,FALSE,FALSE
2013-05-22T05:30:15.000Z,113,0,FALSE,FALSE
2013-05-22T05:40:15.000Z,113,0,FALSE,FALSE
